username,tweet,company,sentiment_of_tweet,confidence_of_sentiment,date,time
ritaraju12,"RT @rishibagree: Bad time for Reliance Industries

To pay 1000 cr fine (447cr +interest)
Ban from F&amp;O for 1Yr

Did anyone said Suit-Boot go…",Reliance,NULL,NULL,"2017-03-25 23:58:51",1490527449
murugesshanmuga,"Post Sebi ban in derivative trade, Reliance Industries stock is under investor radar https://t.co/N5pBGJDkSe via @economictimes",Reliance,NULL,NULL,"2017-03-25 23:57:41",1490527449
1stNewsHeds,"Bloomberg: Reliance Industries Barred From Trading Futures for a Year",Reliance,NULL,NULL,"2017-03-25 23:50:07",1490527449
AlbertMylesAM,"India's Reliance Industries Penalized For Alleged Fraud - China Daily Asia https://t.co/hBCt6mZ2Pi",Reliance,NULL,NULL,"2017-03-25 23:44:42",1490527450
jain95arpit,"Reliance Industries To Challenge Sebi Order In RPL Case 
Now this is something cool sensation… https://t.co/80rwN8LetK",Reliance,NULL,NULL,"2017-03-25 23:35:01",1490527450
Adrian_RCOM,"RT @DashBerlin: I got 99 problems but the best crowd in the world ain’t one. 

Love you @ultra 

#Ultra2017 https://t.co/QflG8qaJUR",Reliance,NULL,NULL,"2017-03-25 23:32:23",1490527450
Adrian_RCOM,"RT @BW: The controversial Chinese economist who’s uncovering tough truths https://t.co/OMQfUPphKf https://t.co/yoJxyJFyIU",Reliance,NULL,NULL,"2017-03-25 23:32:08",1490527450
Adrian_RCOM,"RT @ultra: For the next hour &amp; 15 minutes, tune in to Tiësto LIVE from the Main Stage! #Ultra2017

https://t.co/SCzbHpfuds https://t.co/3m7…",Reliance,NULL,NULL,"2017-03-25 23:26:56",1490527450
jihsn,"Retweeted Oil &amp; Gas News (@oilgas_exp_prod):

Sebi bans #Reliance Industries from equity derivatives market for a... https://t.co/USglnEhNQP",Reliance,NULL,NULL,"2017-03-25 23:17:12",1490527450
davidy_filemon,"https://t.co/0VVc7eB23n FULL RSS for ANY blog, web, feed &amp; news https://t.co/iHnseeQP3K | #L6Ncolau Reliance Industries Barred From…",Reliance,NULL,NULL,"2017-03-25 23:17:03",1490527450
jihsn,"Retweeted Oil &amp; Gas News (@oilgas_exp_prod):

SEBI bans Mukesh Ambani's #Reliance Industries Limited from equity... https://t.co/5GkVYMFwig",Reliance,NULL,NULL,"2017-03-25 23:17:03",1490527450
jihsn,"RT @oilgas_exp_prod: Sebi bans #Reliance Industries from equity derivatives market for a year
. Read more: https://t.co/gNjJSoyZhV $RELIANCE",Reliance,NULL,NULL,"2017-03-25 23:17:01",1490527450
jihsn,"RT @oilgas_exp_prod: SEBI bans Mukesh Ambani's #Reliance Industries Limited from equity
derivatives trading ... Read more: https://t.co/M2H…",Reliance,NULL,NULL,"2017-03-25 23:16:57",1490527450
Adrian_RCOM,"RT @ultra: Time now for 10 minutes of Sunnery James &amp; Ryan Marciano from the Worldwide Stage on Ultra LIVE #Ultra2017

https://t.co/SCzbHpf…",Reliance,NULL,NULL,"2017-03-25 23:05:59",1490527450
Georgekurian4K,"RT @FeignShourie: Reliance Industries fraud &amp; RIL drives Indian policy making! Modi doesn't move an inch without approval of Mukesh!
 https…",Reliance,NULL,NULL,"2017-03-25 22:39:00",1490527450
akraman65942826,"RT @FeignShourie: Reliance Industries fraud &amp; RIL drives Indian policy making! Modi doesn't move an inch without approval of Mukesh!
 https…",Reliance,NULL,NULL,"2017-03-25 22:36:28",1490527451
Pro_India,"RT @FeignShourie: Reliance Industries fraud &amp; RIL drives Indian policy making! Modi doesn't move an inch without approval of Mukesh!
 https…",Reliance,NULL,NULL,"2017-03-25 22:36:12",1490527451
newseleven_in,"Reliance Jio Offers Prime Customers Free Data Up To 10 GB On Early Recharge – NDTV Profit https://t.co/jp3ND6DSIG https://t.co/qtlzS7beGM",Reliance,NULL,NULL,"2017-03-25 22:30:28",1490527451
Adrian_RCOM,"RT @Axwell: '@Ingrosso and I will be taking over @MaximMag's Instagram, behind the scenes from the @ultra mainstage tonight
https://t.co/SZ…",Reliance,NULL,NULL,"2017-03-25 22:29:06",1490527451
KhanObama,"Post Sebi ban in derivative trade, Reliance Industries stock is under investor radar https://t.co/PHxGn8QHOp via @economictimes",Reliance,NULL,NULL,"2017-03-25 22:27:21",1490527452
Adrian_RCOM,"RT @davidguetta: Working on a lot of edits, remixes, beats for my tomorrow set at @ultra https://t.co/O5afaPylVf",Reliance,NULL,NULL,"2017-03-25 22:25:48",1490527452
Adrian_RCOM,"RT @tommiesunshine: I ❤️ my friends. https://t.co/H2p320EbEj",Reliance,NULL,NULL,"2017-03-25 22:24:42",1490527452
Adrian_RCOM,"RT @ultra: JUST HOLD ON #Ultra2017",Reliance,NULL,NULL,"2017-03-25 22:24:25",1490527452
Adrian_RCOM,"RT @sj_lou88: When #starks love @tommiesunshine!!! What an amazing set today!! We love seeing you first thing in the afternoon! @tinydaniel…",Reliance,NULL,NULL,"2017-03-25 22:22:52",1490527452
Adrian_RCOM,"RT @YourEDM: .@SteveAoki is going to debut a new song with @DVBBS &amp; @2chainz today at @Ultra! And new songs from his album... https://t.co/…",Reliance,NULL,NULL,"2017-03-25 22:21:22",1490527452
Adrian_RCOM,"RT @ultra: “The sun goes down and it comes back up. The world it turns no matter what.” #Ultra2017

Watch Steve Aoki now at https://t.co/SC…",Reliance,NULL,NULL,"2017-03-25 22:17:18",1490527452
